ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,ont,comparison
hsa04919,Thyroid hormone signaling pathway,108,0.471254172811112,1.83541790902046,0.004149377593361,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04728,Dopaminergic synapse,94,0.456576671261528,1.76040443128678,0.00416666666666667,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04924,Renin secretion,42,0.507214699522406,1.69814303918063,0.00418410041841004,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04722,Neurotrophin signaling pathway,105,0.411856358361217,1.6278882170914,0.00420168067226891,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04910,Insulin signaling pathway,119,0.390857870802698,1.60113722303056,0.00420168067226891,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa05215,Prostate cancer,79,0.460978800241264,1.74822204532961,0.00421940928270042,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04611,Platelet activation,103,0.387663356713345,1.54538057777927,0.00425531914893617,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa05202,Transcriptional misregulation in cancer,147,0.365855243100481,1.51395040937702,0.00425531914893617,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04970,Salivary secretion,58,0.495066405860088,1.73160285273274,0.00427350427350427,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04022,cGMP-PKG signaling pathway,125,0.386196126927627,1.55507223099362,0.00429184549356223,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa05206,MicroRNAs in cancer,132,0.452671699053328,1.83638720023737,0.00429184549356223,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04010,MAPK signaling pathway,201,0.337873772672847,1.46942293947813,0.00432900432900433,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04152,AMPK signaling pathway,112,0.392289768622166,1.57177801239261,0.00432900432900433,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04015,Rap1 signaling pathway,163,0.346872878985805,1.45256267769448,0.00434782608695652,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04024,cAMP signaling pathway,140,0.389787938708177,1.61658209049766,0.00436681222707424,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa05034,Alcoholism,132,0.380601082978172,1.54613413745301,0.00440528634361234,0.0345080763582966,0.0231857175979597,KG,mono-rr-vs-hc
hsa04550,Signaling pathways regulating pluripotency of stem cells,103,0.408866664350034,1.6216764441469,0.00743494423791822,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa05219,Bladder cancer,37,0.503840291477322,1.61545051097801,0.00754716981132075,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa04725,Cholinergic synapse,81,0.422290158573841,1.57266363406696,0.00784313725490196,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa03420,Nucleotide excision repair,45,-0.513866881862694,-1.75864986485009,0.00790513833992095,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa04142,Lysosome,119,0.34687230710955,1.40273283453469,0.00790513833992095,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa04931,Insulin resistance,96,0.419584323941258,1.63109897655856,0.008,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa04730,Long-term depression,48,0.479422862935463,1.62796858444273,0.00806451612903226,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa04062,Chemokine signaling pathway,156,0.331874746064159,1.39867474332898,0.00816326530612245,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa05134,Legionellosis,53,-0.477731725319171,-1.6561880451859,0.00819672131147541,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa05200,Pathways in cancer,318,0.301638259739227,1.3677625274206,0.00819672131147541,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa04380,Osteoclast differentiation,126,0.367874918128617,1.49484327717856,0.00823045267489712,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa04810,Regulation of actin cytoskeleton,166,0.368080780840004,1.55582203194934,0.00826446280991736,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa04261,Adrenergic signaling in cardiomyocytes,112,0.398475033277504,1.56826819137963,0.00833333333333333,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa04972,Pancreatic secretion,58,0.515733913564252,1.84317611594451,0.00833333333333333,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa04912,GnRH signaling pathway,73,0.435581798306456,1.58289195152006,0.00840336134453781,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa03430,Mismatch repair,23,-0.585277056751273,-1.68853841327057,0.00843881856540084,0.0457643622200584,0.0307487316148209,KG,mono-rr-vs-hc
hsa00830,Retinol metabolism,25,-0.589206236860015,-1.7455127620921,0.0113207547169811,0.0598471986417657,0.0402108837458672,KG,mono-rr-vs-hc
hsa04540,Gap junction,64,0.447082918897151,1.60163670659554,0.0116279069767442,0.0598471986417657,0.0402108837458672,KG,mono-rr-vs-hc
hsa04713,Circadian entrainment,65,0.427465810485191,1.56009055392047,0.0117647058823529,0.0598471986417657,0.0402108837458672,KG,mono-rr-vs-hc
hsa04923,Regulation of lipolysis in adipocytes,40,0.476331301566359,1.63133112492737,0.0119521912350598,0.0598471986417657,0.0402108837458672,KG,mono-rr-vs-hc
hsa03020,RNA polymerase,32,-0.529487784837839,-1.6825610763548,0.0120967741935484,0.0598471986417657,0.0402108837458672,KG,mono-rr-vs-hc
hsa05160,Hepatitis C,103,0.392704260026104,1.53667841403279,0.0125,0.0607758620689655,0.0408348457350272,KG,mono-rr-vs-hc
hsa00020,Citrate cycle (TCA cycle),27,-0.570840580266507,-1.69079411348739,0.0149253731343284,0.0706766917293233,0.0474871388998813,KG,mono-rr-vs-hc
hsa05133,Pertussis,63,0.392498354920676,1.41631325318292,0.0150375939849624,0.0706766917293233,0.0474871388998813,KG,mono-rr-vs-hc
hsa00240,Pyrimidine metabolism,97,-0.37216303063765,-1.4420353828309,0.0154440154440154,0.0713969238559403,0.0479710574619979,KG,mono-rr-vs-hc
hsa05205,Proteoglycans in cancer,165,0.345599550671224,1.43599792071527,0.0159362549800797,0.0724842565222979,0.0487016281224846,KG,mono-rr-vs-hc
hsa05220,Chronic myeloid leukemia,71,0.410991911251605,1.5202932275,0.0163265306122449,0.0730806608357629,0.0491023477059997,KG,mono-rr-vs-hc
hsa04724,Glutamatergic synapse,79,0.410341070326052,1.50584281718877,0.016597510373444,0.0731327800829876,0.0491373662371697,KG,mono-rr-vs-hc
hsa01521,EGFR tyrosine kinase inhibitor resistance,74,0.409118690954165,1.52227505241725,0.0170940170940171,0.0741617357001972,0.0498287137963251,KG,mono-rr-vs-hc
